date,time,build,subject,trialcode,blocknum,trialnum,latency,response,correct,stimulus1,blockcode,stimulusitem2,stimulusitem3,stimulusitem4,stimulusitem5
40417,10:23:03,5.0.6.0,997,neutral,6,16,126,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic62.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,17,106,plus2,0,w06.bmp,Judgeindirect,blacksquare2.gif,pic64.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,neutral,6,18,167,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic49.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,19,144,plus2,0,w03.bmp,Judgeindirect,blacksquare2.gif,pic1.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,20,148,plus2,0,w09.bmp,Judgeindirect,blacksquare2.gif,pic25.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,neutral,6,21,159,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic15.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,neutral,6,22,90,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic20.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,23,95,plus2,0,b10.jpg,Judgeindirect,blacksquare2.gif,pic53.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,24,101,plus2,0,b12.jpg,Judgeindirect,blacksquare2.gif,pic9.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,25,129,plus2,0,w08.bmp,Judgeindirect,blacksquare2.gif,pic44.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,neutral,6,26,133,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic37.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,27,137,plus2,0,w04.bmp,Judgeindirect,blacksquare2.gif,pic57.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,neutral,6,28,140,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic3.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,neutral,6,29,175,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic21.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,30,265,plus2,0,b11.jpg,Judgeindirect,blacksquare2.gif,pic36.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,neutral,6,31,104,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic60.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,32,92,plus2,0,b06.bmp,Judgeindirect,blacksquare2.gif,pic8.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,33,146,plus2,0,w07.bmp,Judgeindirect,blacksquare2.gif,pic24.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,34,149,plus2,0,b08.bmp,Judgeindirect,blacksquare2.gif,pic69.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,35,112,plus2,0,w01.bmp,Judgeindirect,blacksquare2.gif,pic33.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,36,140,plus2,0,b10.bmp,Judgeindirect,blacksquare2.gif,pic56.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,37,128,plus2,0,b02.bmp,Judgeindirect,blacksquare2.gif,pic50.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,neutral,6,38,124,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic48.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,neutral,6,39,144,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic70.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,neutral,6,40,147,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic34.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,41,127,plus2,0,b11.jpg,Judgeindirect,blacksquare2.gif,pic28.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,42,163,plus2,0,w02.bmp,Judgeindirect,blacksquare2.gif,pic74.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,43,165,plus2,0,b11.bmp,Judgeindirect,blacksquare2.gif,pic54.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,44,143,plus2,0,b05.bmp,Judgeindirect,blacksquare2.gif,pic5.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,neutral,6,45,163,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic40.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,46,213,plus2,0,w06.bmp,Judgeindirect,blacksquare2.gif,pic72.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,neutral,6,47,182,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic61.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,48,223,plus2,0,b08.bmp,Judgeindirect,blacksquare2.gif,pic66.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,49,120,plus2,0,b03.bmp,Judgeindirect,blacksquare2.gif,pic42.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,50,100,plus2,0,b06.bmp,Judgeindirect,blacksquare2.gif,pic67.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,51,144,plus2,0,b10.jpg,Judgeindirect,blacksquare2.gif,pic18.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,52,156,plus2,0,b10.bmp,Judgeindirect,blacksquare2.gif,pic75.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,53,102,plus2,0,b07.bmp,Judgeindirect,blacksquare2.gif,pic43.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,54,171,plus2,0,b04.bmp,Judgeindirect,blacksquare2.gif,pic32.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,55,173,plus2,0,b12.bmp,Judgeindirect,blacksquare2.gif,pic68.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,56,207,plus2,0,b11.bmp,Judgeindirect,blacksquare2.gif,pic22.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,neutral,6,57,128,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic14.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,58,124,plus2,0,w03.bmp,Judgeindirect,blacksquare2.gif,pic51.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,59,95,plus2,0,w05.bmp,Judgeindirect,blacksquare2.gif,pic26.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,neutral,6,60,165,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic2.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,neutral,6,61,79,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic12.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,62,101,plus2,0,b01.bmp,Judgeindirect,blacksquare2.gif,pic7.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,63,146,plus2,0,w07.bmp,Judgeindirect,blacksquare2.gif,pic4.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,64,133,plus2,0,w08.bmp,Judgeindirect,blacksquare2.gif,pic11.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,65,185,plus2,0,w09.bmp,Judgeindirect,blacksquare2.gif,pic19.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,66,170,plus2,0,b02.bmp,Judgeindirect,blacksquare2.gif,pic39.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,67,180,plus2,0,b12.jpg,Judgeindirect,blacksquare2.gif,pic46.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,neutral,6,68,198,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic47.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,neutral,6,69,135,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic45.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,70,162,plus2,0,b09.bmp,Judgeindirect,blacksquare2.gif,pic63.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,whiteindirect,6,71,157,plus2,0,w04.bmp,Judgeindirect,blacksquare2.gif,pic23.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,blackindirect,6,72,111,plus2,0,b05.bmp,Judgeindirect,blacksquare2.gif,pic55.bmp,Mask.bmp,0
40417,10:23:03,5.0.6.0,997,gender,7,1,6074,1,1,0,demo,0,0,0,0
40417,10:23:03,5.0.6.0,997,age,7,1,6074,26,1,0,demo,0,0,0,0
40417,10:23:03,5.0.6.0,997,ethnicity,7,1,6074,"White, non-Hispanic or Latino",1,0,demo,0,0,0,0
