date,time,build,subject,trialcode,blocknum,trialnum,latency,response,correct,stimulus1,blockcode,stimulusitem2,stimulusitem3,stimulusitem4,stimulusitem5
21717,16:06:03,5.0.2.0,53,practice,1,1,14689,57,1,sample.bmp,orient1,blacksquare2.gif,pic76.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,whitedirect,4,1,6827,minus2,0,w07.bmp,Judgedirect,blacksquare2.gif,pic106.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,blackdirect,4,2,6214,plus2,0,b06.bmp,Judgedirect,blacksquare2.gif,pic80.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,whitedirect,4,3,3122,minus1,0,w09.bmp,Judgedirect,blacksquare2.gif,pic81.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,blackdirect,4,4,2195,plus2,0,b03.bmp,Judgedirect,blacksquare2.gif,pic103.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,whitedirect,4,5,1179,plus2,0,b10.jpg,Judgedirect,blacksquare2.gif,pic117.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,blackdirect,4,6,676,plus2,0,b07.bmp,Judgedirect,blacksquare2.gif,pic108.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,whitedirect,4,7,3721,plus1,0,w08.bmp,Judgedirect,blacksquare2.gif,pic78.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,blackdirect,4,8,1202,plus2,0,b12.bmp,Judgedirect,blacksquare2.gif,pic118.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,whitedirect,4,9,698,plus1,0,w05.bmp,Judgedirect,blacksquare2.gif,pic100.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,blackdirect,4,10,1230,plus1,0,b05.bmp,Judgedirect,blacksquare2.gif,pic110.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,whitedirect,4,11,1141,plus1,0,w01.bmp,Judgedirect,blacksquare2.gif,pic101.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,blackdirect,4,12,3031,plus1,0,b02.bmp,Judgedirect,blacksquare2.gif,pic115.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,whitedirect,4,13,1717,plus2,0,w06.bmp,Judgedirect,blacksquare2.gif,pic116.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,blackdirect,4,14,1920,plus1,0,b11.bmp,Judgedirect,blacksquare2.gif,pic102.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,whitedirect,4,15,1418,plus2,0,w02.bmp,Judgedirect,blacksquare2.gif,pic82.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,blackdirect,4,16,2233,plus1,0,b01.bmp,Judgedirect,blacksquare2.gif,pic79.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,whitedirect,4,17,1879,plus2,0,b12.jpg,Judgedirect,blacksquare2.gif,pic113.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,blackdirect,4,18,1875,minus1,0,b10.bmp,Judgedirect,blacksquare2.gif,pic109.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,whitedirect,4,19,1168,minus1,0,w03.bmp,Judgedirect,blacksquare2.gif,pic114.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,blackdirect,4,20,1288,minus1,0,b08.bmp,Judgedirect,blacksquare2.gif,pic104.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,whitedirect,4,21,2149,plus1,0,b11.jpg,Judgedirect,blacksquare2.gif,pic111.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,blackdirect,4,22,3774,plus2,0,b04.bmp,Judgedirect,blacksquare2.gif,pic105.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,whitedirect,4,23,629,plus2,0,w04.bmp,Judgedirect,blacksquare2.gif,pic107.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,blackdirect,4,24,604,plus2,0,b09.bmp,Judgedirect,blacksquare2.gif,pic112.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,whiteindirect,6,1,4654,plus1,0,w07.bmp,Judgeindirect,blacksquare2.gif,pic72.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,blackindirect,6,2,2793,plus1,0,b08.bmp,Judgeindirect,blacksquare2.gif,pic73.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,blackindirect,6,3,1824,plus1,0,b12.bmp,Judgeindirect,blacksquare2.gif,pic15.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,neutral,6,4,1175,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic6.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,blackindirect,6,5,1536,plus2,0,b11.bmp,Judgeindirect,blacksquare2.gif,pic67.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,whiteindirect,6,6,1002,minus1,0,w02.bmp,Judgeindirect,blacksquare2.gif,pic42.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,neutral,6,7,761,minus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic60.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,neutral,6,8,1035,plus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic13.bmp,Mask.bmp,0
21717,16:06:03,5.0.2.0,53,neutral,6,9,1017,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic22.bmp,Mask.bmp,0
