date,time,build,subject,trialcode,blocknum,trialnum,latency,response,correct,stimulus1,blockcode,stimulusitem2,stimulusitem3,stimulusitem4,stimulusitem5
21617,13:47:04,5.0.6.0,998754,practice,1,1,763,57,1,sample.bmp,orient1,blacksquare2.gif,pic76.bmp,Mask.bmp,0
21617,13:47:04,5.0.6.0,998754,neutral,4,1,715,minus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic61.bmp,Mask.bmp,0
21617,13:47:04,5.0.6.0,998754,neutral,4,2,270,minus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic34.bmp,Mask.bmp,0
21617,13:47:04,5.0.6.0,998754,blackindirect,4,3,19,minus2,0,b08.bmp,Judgeindirect,blacksquare2.gif,pic47.bmp,Mask.bmp,0
21617,13:47:04,5.0.6.0,998754,blackindirect,4,4,3,minus2,0,b01.bmp,Judgeindirect,blacksquare2.gif,pic70.bmp,Mask.bmp,0
21617,13:47:04,5.0.6.0,998754,neutral,4,5,395,minus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic46.bmp,Mask.bmp,0
21617,13:47:04,5.0.6.0,998754,whiteindirect,4,6,171,minus1,0,b11.jpg,Judgeindirect,blacksquare2.gif,pic40.bmp,Mask.bmp,0
21617,13:47:04,5.0.6.0,998754,blackindirect,4,7,140,minus1,0,b11.bmp,Judgeindirect,blacksquare2.gif,pic55.bmp,Mask.bmp,0
21617,13:47:04,5.0.6.0,998754,whiteindirect,4,8,47,minus1,0,b10.jpg,Judgeindirect,blacksquare2.gif,pic38.bmp,Mask.bmp,0
21617,13:47:04,5.0.6.0,998754,blackindirect,4,9,5,minus1,0,b03.bmp,Judgeindirect,blacksquare2.gif,pic1.bmp,Mask.bmp,0
21617,13:47:04,5.0.6.0,998754,neutral,4,10,5,minus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic11.bmp,Mask.bmp,0
21617,13:47:04,5.0.6.0,998754,whiteindirect,4,11,157,minus1,0,w09.bmp,Judgeindirect,blacksquare2.gif,pic36.bmp,Mask.bmp,0
21617,13:47:04,5.0.6.0,998754,whiteindirect,4,12,23,minus1,0,w04.bmp,Judgeindirect,blacksquare2.gif,pic45.bmp,Mask.bmp,0
21617,13:47:04,5.0.6.0,998754,neutral,4,13,151,minus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic26.bmp,Mask.bmp,0
21617,13:47:04,5.0.6.0,998754,blackindirect,4,14,17,minus1,0,b10.bmp,Judgeindirect,blacksquare2.gif,pic68.bmp,Mask.bmp,0
21617,13:47:04,5.0.6.0,998754,whiteindirect,4,15,80,minus1,0,w03.bmp,Judgeindirect,blacksquare2.gif,pic39.bmp,Mask.bmp,0
21617,13:47:04,5.0.6.0,998754,neutral,4,16,189,minus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic44.bmp,Mask.bmp,0
