date,time,build,subject,trialcode,blocknum,trialnum,latency,response,correct,stimulus1,blockcode,stimulusitem2,stimulusitem3,stimulusitem4,stimulusitem5
121416,11:20:16,4.0.9.0,100,practice,1,1,2747,57,1,sample.bmp,orient1,blacksquare2.gif,pic76.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,blackdirect,4,1,3601,plus1,0,b09.bmp,Judgedirect,blacksquare2.gif,pic116.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,whitedirect,4,2,4799,plus1,0,b12.jpg,Judgedirect,blacksquare2.gif,pic104.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,blackdirect,4,3,733,plus1,0,b02.bmp,Judgedirect,blacksquare2.gif,pic79.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,whitedirect,4,4,1013,plus1,0,b10.jpg,Judgedirect,blacksquare2.gif,pic80.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,blackdirect,4,5,744,plus1,0,b10.bmp,Judgedirect,blacksquare2.gif,pic113.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,whitedirect,4,6,1124,minus1,0,w06.bmp,Judgedirect,blacksquare2.gif,pic118.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,blackdirect,4,7,861,minus1,0,b07.bmp,Judgedirect,blacksquare2.gif,pic115.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,whitedirect,4,8,709,plus1,0,w04.bmp,Judgedirect,blacksquare2.gif,pic114.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,blackdirect,4,9,905,plus1,0,b05.bmp,Judgedirect,blacksquare2.gif,pic100.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,whitedirect,4,10,1767,minus2,0,w05.bmp,Judgedirect,blacksquare2.gif,pic105.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,blackdirect,4,11,971,minus1,0,b01.bmp,Judgedirect,blacksquare2.gif,pic111.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,whitedirect,4,12,420,minus1,0,b11.jpg,Judgedirect,blacksquare2.gif,pic106.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,blackdirect,4,13,659,plus1,0,b03.bmp,Judgedirect,blacksquare2.gif,pic107.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,whitedirect,4,14,943,minus1,0,w01.bmp,Judgedirect,blacksquare2.gif,pic102.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,blackdirect,4,15,689,minus1,0,b06.bmp,Judgedirect,blacksquare2.gif,pic78.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,whitedirect,4,16,1059,minus1,0,w03.bmp,Judgedirect,blacksquare2.gif,pic117.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,blackdirect,4,17,442,minus1,0,b12.bmp,Judgedirect,blacksquare2.gif,pic103.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,whitedirect,4,18,1952,plus1,0,w07.bmp,Judgedirect,blacksquare2.gif,pic101.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,blackdirect,4,19,788,plus1,0,b04.bmp,Judgedirect,blacksquare2.gif,pic82.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,whitedirect,4,20,464,plus1,0,w09.bmp,Judgedirect,blacksquare2.gif,pic109.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,blackdirect,4,21,935,minus1,0,b11.bmp,Judgedirect,blacksquare2.gif,pic81.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,whitedirect,4,22,243,minus1,0,w02.bmp,Judgedirect,blacksquare2.gif,pic112.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,blackdirect,4,23,390,minus1,0,b08.bmp,Judgedirect,blacksquare2.gif,pic110.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,whitedirect,4,24,651,plus1,0,w08.bmp,Judgedirect,blacksquare2.gif,pic108.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,blackindirect,6,1,1883,plus1,0,b10.bmp,Judgeindirect,blacksquare2.gif,pic11.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,neutral,6,2,1165,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic23.bmp,Mask.bmp,0
121416,11:20:16,4.0.9.0,100,whiteindirect,6,3,944,minus1,0,b11.jpg,Judgeindirect,blacksquare2.gif,pic63.bmp,Mask.bmp,0
